0.00350104	0.0266011	0.0104989	0.00216451	0.000428458	0.00219166	0.0221352	0.0235577	
0.00356214	0.0271566	0.0106463	0.0021916	0.000443384	0.00222679	0.0224182	0.0238777	
0.00419755	0.0328993	0.0121706	0.00247557	0.000615763	0.00258384	0.0253376	0.0272009	
0.0147935	0.0938852	0.0382672	0.0084071	0.00801499	0.00723955	0.0776004	0.0900425	
0.00377396	0.0128755	0.0256745	0.00701532	0.0634284	0.00631969	0.00494801	0.0164526	
0.0284607	0.00349592	0.0580461	0.0227667	0.0363738	0.031374	0.163491	0.10899	
0.00312278	0.0170189	0.0367869	0.0107747	0.0874069	0.0215064	0.128945	0.121007	
0.0676904	0.0658273	0.101785	0.0404788	0.0336617	0.0529434	0.310804	0.3611	
0.0613852	0.0569749	0.116438	0.0348754	0.0559158	0.0574328	0.295813	0.244	
0.092565	0.092095	0.219345	0.0469797	0.0371791	0.0649409	0.423435	0.442106	
0.0440845	0.0529736	0.0424201	0.0218875	0.0610416	0.0498556	0.13693	0.150218	
0.115034	0.177495	0.216165	0.0636058	0.0402948	0.0831385	0.423498	0.494615	
0.0954699	0.0813704	0.190759	0.0431714	0.0642724	0.0746581	0.360962	0.342051	
0.183157	0.184895	0.27666	0.0695431	0.0467542	0.0895196	0.511673	0.527776	
0.213544	0.218462	0.281192	0.0761494	0.0443975	0.0928382	0.514281	0.544223	
0.129196	0.157968	0.309916	0.0889272	0.0477791	0.153419	0.484462	0.477072	
0.230133	0.239086	0.320237	0.0911606	0.0471042	0.120548	0.537741	0.544504	
0.185446	0.177115	0.175615	0.0630629	0.0439831	0.0761833	0.423699	0.483461	
0.329133	0.288485	0.318085	0.0977674	0.0464453	0.112696	0.550167	0.569392	
0.113721	0.0646701	0.198413	0.062531	0.0280756	0.196456	0.435295	0.227291	
0.321799	0.266884	0.346051	0.102915	0.0440071	0.143127	0.563718	0.552326	
0.358072	0.312984	0.327973	0.107567	0.0450769	0.121911	0.559582	0.573875	
0.415785	0.322048	0.364816	0.114301	0.0450747	0.141436	0.581365	0.584083	
0.462228	0.359021	0.353453	0.134761	0.0406235	0.17752	0.565042	0.57612	
0.080382	0.0394473	0.0888175	0.0389283	0.0297808	0.145615	0.338163	0.194937	
0.364881	0.292341	0.402738	0.118403	0.0398757	0.209913	0.585256	0.558183	
0.572754	0.396592	0.430535	0.145171	0.0408129	0.197341	0.608274	0.59309	
0.315455	0.365072	0.4264	0.135929	0.0441257	0.170418	0.612072	0.52651	
0.564147	0.409152	0.44716	0.148668	0.0418473	0.195153	0.618087	0.595949	
0.536763	0.388091	0.459245	0.148829	0.0412329	0.218018	0.617163	0.592179	
0.605587	0.410621	0.459101	0.151075	0.0418159	0.205782	0.621319	0.598743	
0.626826	0.437053	0.453405	0.170672	0.0423268	0.240701	0.600529	0.583984	
0.211854	0.157846	0.253608	0.0635947	0.0377712	0.207584	0.430928	0.455677	
0.594305	0.434051	0.507704	0.171403	0.0414382	0.258181	0.624116	0.594253	
0.677137	0.46199	0.515223	0.182155	0.0429021	0.254423	0.629478	0.601046	
0.515327	0.484959	0.528219	0.196507	0.0462015	0.274277	0.622998	0.590969	
0.679404	0.476601	0.525689	0.189529	0.0438645	0.261432	0.631754	0.600867	
0.0557392	0.0796306	0.0814136	0.0180286	0.0310725	0.141052	0.325984	0.112838	
0.368122	0.339801	0.462059	0.149619	0.0408431	0.300142	0.591856	0.547713	
0.689353	0.470452	0.539454	0.19264	0.0437309	0.273726	0.636549	0.60071	
0.703625	0.483244	0.542086	0.197667	0.0446175	0.273954	0.635484	0.602098	
0.674532	0.454	0.580319	0.222585	0.0476676	0.341145	0.639149	0.585949	
0.360839	0.140418	0.209282	0.135371	0.0624706	0.172142	0.422345	0.350155	
0.745223	0.506444	0.578688	0.237602	0.0517122	0.325666	0.630673	0.597261	
0.754297	0.520374	0.61521	0.243938	0.0499822	0.345811	0.64581	0.60486	
0.757283	0.526586	0.617599	0.246948	0.0506126	0.346991	0.645968	0.605746	
0.7732	0.551073	0.657232	0.27735	0.0559588	0.390824	0.65435	0.609217	
0.0126665	0.0165087	0.0969255	0.042391	0.00867863	0.0921125	0.128355	0.0814425	
0.59813	0.293312	0.452448	0.20921	0.0668352	0.38456	0.524681	0.535167	
0.779405	0.554721	0.658453	0.284161	0.0582308	0.39635	0.652506	0.611539	
0.772607	0.524174	0.661647	0.285686	0.0580934	0.412967	0.656731	0.607735	
0.781085	0.555968	0.668438	0.287441	0.0582298	0.404392	0.656789	0.612212	
0.787189	0.527933	0.6508	0.31051	0.0662863	0.432841	0.644526	0.602165	
0.787701	0.563903	0.671157	0.300828	0.0621138	0.418367	0.654486	0.61258	
