0.00221418	0.00549059	0.00319555	0.0148662	0.00926586	0.00168213	0.00331735	0.012585	
0.0022629	0.00563582	0.0032666	0.015218	0.0094847	0.00170648	0.00338419	0.0127696	
0.00278212	0.0072013	0.00402596	0.0189744	0.0118257	0.00196491	0.0040943	0.0146821	
0.0147756	0.0486217	0.0207876	0.0985028	0.0663472	0.00751951	0.0196687	0.0506323	
0.00915593	0.0222612	0.000158191	0.00921146	0.0101809	0.0178288	0.00148572	0.0347158	
0.0526838	0.118717	0.121548	0.201037	0.15254	0.0399931	0.0579184	0.15015	
0.0400005	0.0568622	0.0144169	0.109453	0.041524	0.0292169	0.0376428	0.0244389	
0.0151409	0.146661	0.0807246	0.116937	0.09649	0.0373086	0.0138494	0.0826442	
0.100133	0.235292	0.144505	0.293031	0.277694	0.0497455	0.0616955	0.169166	
0.00729076	0.0186983	0.0312252	0.0897085	0.128054	0.0797512	0.0860963	0.0887275	
0.00749495	0.0104699	0.0430161	0.0159333	0.0708848	0.0727	0.0766184	0.122916	
0.117297	0.181	0.196215	0.388304	0.306744	0.0734053	0.0882313	0.18336	
0.132013	0.259663	0.189551	0.426849	0.349346	0.064755	0.0885845	0.182736	
0.151693	0.227794	0.215504	0.488671	0.373725	0.100625	0.105358	0.188696	
0.0852139	0.255526	0.178177	0.230054	0.225589	0.0903051	0.135164	0.17688	
0.162806	0.255424	0.221649	0.509785	0.404793	0.11057	0.120226	0.194286	
0.0025687	0.0567131	0.0148185	0.0292002	0.121148	0.0856632	0.0983323	0.173267	
0.0773711	0.115176	0.103166	0.0946729	0.0851105	0.159917	0.155535	0.167795	
0.188817	0.238038	0.239818	0.532592	0.418769	0.167331	0.14052	0.195968	
0.191819	0.253147	0.246504	0.5617	0.451775	0.170661	0.156999	0.204296	
0.213167	0.252877	0.254875	0.565609	0.457191	0.21721	0.172616	0.204941	
0.0376923	0.103883	0.143517	0.12039	0.0484034	0.10205	0.198722	0.172666	
0.200259	0.253802	0.266771	0.56808	0.448857	0.236589	0.208296	0.214108	
0.239911	0.27425	0.254025	0.522332	0.39281	0.286592	0.210101	0.211063	
0.237421	0.27042	0.277183	0.599853	0.51055	0.291394	0.22322	0.218824	
0.290502	0.28076	0.297349	0.627048	0.5834	0.487476	0.327208	0.2324	
0.0147948	0.0252993	0.0138488	0.0217191	0.000714338	0.0145785	0.0355732	0.0893846	
